item,subgraph_count,subgraph_list,subgraph_code_list
<http://www.wikidata.org/entity/Q6924664>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q97648054>,2,human settlement|church building,Q486972|Q16970
<http://www.wikidata.org/entity/Q10871964>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q11937998>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q12502807>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q19534117>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
<http://www.wikidata.org/entity/Q20384398>,2,human settlement|island,Q486972|Q23442
<http://www.wikidata.org/entity/Q23302314>,2,primary school|church building,Q9842|Q16970
<http://www.wikidata.org/entity/Q23690001>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24822144>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24838875>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24878090>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24881061>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24982928>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25023511>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25023787>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25024057>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25033622>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25033959>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25049501>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25052088>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25069442>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25184331>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25287345>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25290795>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28229065>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28229638>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28234682>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28253646>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28257394>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28309558>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28311299>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28312237>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28314218>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q29650428>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q29784408>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q29874559>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q35295157>,2,stream|watercourse,Q47521|Q355304
<http://www.wikidata.org/entity/Q7506110>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q92189248>,2,primary school|building,Q9842|Q41176
<http://www.wikidata.org/entity/Q108838321>,2,"version, edition, or translation|scholarly article",Q3331189|Q13442814
<http://www.wikidata.org/entity/Q10936467>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q12832305>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q13661967>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q16626928>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
<http://www.wikidata.org/entity/Q16720088>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q18769601>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q18803304>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q20250254>,2,human settlement|island,Q486972|Q23442
<http://www.wikidata.org/entity/Q20750403>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q21335323>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q21965308>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23704928>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23863642>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q24819341>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24826651>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24827288>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24838146>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24847383>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24847763>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24959446>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24976244>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24997117>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25023979>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25024121>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25033780>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25261752>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25299871>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25310738>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28228359>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28233631>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28308558>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28309248>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28310940>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28313784>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q29574842>,2,house|architectural structure,Q3947|Q811979
<http://www.wikidata.org/entity/Q408937>,2,Wikimedia disambiguation page|family name,Q4167410|Q101352
<http://www.wikidata.org/entity/Q4282830>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q6651455>,2,stream|river,Q47521|Q4022
<http://www.wikidata.org/entity/Q92189270>,2,primary school|building,Q9842|Q41176
<http://www.wikidata.org/entity/Q1064275>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q1336364>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q15126488>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q19799419>,2,"version, edition, or translation|Wikimedia disambiguation page",Q3331189|Q4167410
<http://www.wikidata.org/entity/Q21963867>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23687946>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23702350>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24033928>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q24881862>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24911722>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24940924>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25000126>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25019874>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25022288>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25027248>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25108172>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25177138>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25208297>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28227059>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28227450>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28228424>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28233281>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28233521>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28241266>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28258086>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28280486>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28310550>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28310976>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28311205>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28311445>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28313675>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28314296>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28314348>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q29892213>,2,building|architectural structure,Q41176|Q811979
<http://www.wikidata.org/entity/Q3259088>,2,stream|river,Q47521|Q4022
<http://www.wikidata.org/entity/Q10416020>,2,taxon|Wikimedia list article,Q16521|Q13406463
<http://www.wikidata.org/entity/Q10424686>,2,village|island,Q532|Q23442
<http://www.wikidata.org/entity/Q11510348>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q12056574>,2,stream|watercourse,Q47521|Q355304
<http://www.wikidata.org/entity/Q13745762>,2,human settlement|street,Q486972|Q79007
<http://www.wikidata.org/entity/Q16700243>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q16702660>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q19040074>,2,"version, edition, or translation|literary work",Q3331189|Q7725634
<http://www.wikidata.org/entity/Q20663802>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q2139055>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q21909713>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23690734>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24057929>,2,sports season|Wikimedia list article,Q27020041|Q13406463
<http://www.wikidata.org/entity/Q24842311>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24847384>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24910844>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25005067>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25051983>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25309216>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28226510>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28226741>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28231268>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28307148>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28309303>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28309444>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28309905>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28310953>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28313063>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q29575211>,2,house|architectural structure,Q3947|Q811979
<http://www.wikidata.org/entity/Q29786429>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q30241291>,2,building|house,Q41176|Q3947
<http://www.wikidata.org/entity/Q30807659>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q3268280>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q4314705>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q56062701>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q104163506>,2,"version, edition, or translation|scholarly article",Q3331189|Q13442814
<http://www.wikidata.org/entity/Q10531119>,2,film|album,Q11424|Q482994
<http://www.wikidata.org/entity/Q12040780>,2,hamlet|street,Q5084|Q79007
<http://www.wikidata.org/entity/Q13647586>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q13652159>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q16716558>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q17379292>,2,village|human,Q532|Q5
<http://www.wikidata.org/entity/Q18407305>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q18789655>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q21866713>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q23696495>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23702119>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24824486>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24880757>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24911350>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25021673>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25021801>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25033553>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25252076>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q27989286>,2,stream|river,Q47521|Q4022
<http://www.wikidata.org/entity/Q28227413>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28229723>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28232080>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28289233>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28310330>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28313840>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28314042>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28314697>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q29580803>,2,building|architectural structure,Q41176|Q811979
<http://www.wikidata.org/entity/Q3920580>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q4303679>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q80016499>,2,painting|item of collection or exhibition,Q3305213|Q18593264
<http://www.wikidata.org/entity/Q80031048>,2,painting|item of collection or exhibition,Q3305213|Q18593264
<http://www.wikidata.org/entity/Q99125273>,2,"Wikimedia list article|version, edition, or translation",Q13406463|Q3331189
<http://www.wikidata.org/entity/Q16714981>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q21540896>,2,island|human settlement,Q23442|Q486972
<http://www.wikidata.org/entity/Q24821845>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24827938>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24838148>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24838984>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24842109>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24847119>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24880893>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25018493>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25024128>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25024458>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25024512>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25093776>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25185144>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25287835>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25311146>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28228038>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28228687>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28231039>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28233584>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28233606>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28234825>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28243656>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28244560>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28287381>,2,clinical trial|scholarly article,Q30612|Q13442814
<http://www.wikidata.org/entity/Q28309554>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28313990>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q29521925>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q30233061>,2,house|building,Q3947|Q41176
<http://www.wikidata.org/entity/Q30963126>,2,stream|river,Q47521|Q4022
<http://www.wikidata.org/entity/Q3828033>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q4167204>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q4233171>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q6609443>,2,church building|Wikimedia list article,Q16970|Q13406463
<http://www.wikidata.org/entity/Q77828588>,2,"version, edition, or translation|Wikimedia list article",Q3331189|Q13406463
<http://www.wikidata.org/entity/Q106316572>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q106763187>,2,"version, edition, or translation|Wikimedia list article",Q3331189|Q13406463
<http://www.wikidata.org/entity/Q108552187>,2,building|church building,Q41176|Q16970
<http://www.wikidata.org/entity/Q12266864>,2,building|church building,Q41176|Q16970
<http://www.wikidata.org/entity/Q12508559>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q14725755>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q2202135>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q23699387>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23701840>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23704136>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23709266>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23920571>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
<http://www.wikidata.org/entity/Q24821972>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24838237>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24842323>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24920470>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24966018>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24999869>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25023712>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25027098>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25108316>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25119513>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28227448>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28230189>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28233395>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28254269>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28308280>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28312993>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q29884721>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q29890788>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q4070252>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q4226546>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q4781393>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q4792541>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q4868352>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q5639028>,2,stream|river,Q47521|Q4022
<http://www.wikidata.org/entity/Q96482274>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q13651363>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q15044033>,2,Wikimedia list article|Wikimedia disambiguation page,Q13406463|Q4167410
<http://www.wikidata.org/entity/Q17468298>,2,church building|house,Q16970|Q3947
<http://www.wikidata.org/entity/Q18109333>,2,Wikimedia disambiguation page|family name,Q4167410|Q101352
<http://www.wikidata.org/entity/Q20015420>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
<http://www.wikidata.org/entity/Q20664166>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q21964101>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q22549433>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23688510>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23697981>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23701290>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24822110>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24826717>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24827425>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24842079>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24843695>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24847401>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24879417>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24959561>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25022598>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25024376>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25024707>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25068641>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25135439>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25176255>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25290501>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25293909>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q2613356>,2,island|human settlement,Q23442|Q486972
<http://www.wikidata.org/entity/Q28233627>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28253555>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28288594>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28308425>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28308563>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28310994>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q29873803>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q29883759>,2,building|architectural structure,Q41176|Q811979
<http://www.wikidata.org/entity/Q29928242>,2,building|architectural structure,Q41176|Q811979
<http://www.wikidata.org/entity/Q3086761>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q3445862>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q4084171>,2,Wikimedia list article|Wikimedia disambiguation page,Q13406463|Q4167410
<http://www.wikidata.org/entity/Q42301991>,2,building|church building,Q41176|Q16970
<http://www.wikidata.org/entity/Q4528089>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q794349>,2,building|architectural structure,Q41176|Q811979
<http://www.wikidata.org/entity/Q1455415>,2,stream|river,Q47521|Q4022
<http://www.wikidata.org/entity/Q1561977>,2,stream|river,Q47521|Q4022
<http://www.wikidata.org/entity/Q1626384>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q21551450>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q21910216>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23695877>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23705496>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24033990>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q24824655>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24829150>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24853531>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24880754>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24959674>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25023974>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25024459>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25176513>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25209331>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25290505>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25294609>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28226912>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28228050>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28228738>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28233490>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28233626>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28249922>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28279711>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28310584>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28312279>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q29527683>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q29677222>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q30301939>,2,building|house,Q41176|Q3947
<http://www.wikidata.org/entity/Q4448119>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q55504271>,2,building|architectural structure,Q41176|Q811979
<http://www.wikidata.org/entity/Q5651057>,2,island|hill,Q23442|Q54050
<http://www.wikidata.org/entity/Q6155515>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
