item,count,itemLabel
Q43374959,10,Pseudognaphalium cheiranthifolium
Q3254388,10,Idotea linearis
Q2164369,10,Northwest African cheetah
Q15231724,10,Pterocaulon redolens
Q6566235,10,Pelargonium × hortorum
Q764970,10,Haplochromis pyrrhopteryx
Q463154,10,Hyacinth Macaw
Q2707849,10,Holbrookia
Q15363779,10,Satureja wiedemanniana
Q940685,10,Pycnonotus
Q5312064,10,Dudleya setchellii
Q1766677,10,Oligoryzomys nigripes
Q15249630,10,Rheum sublanceolatum
Q739571,10,Red-handed howler
Q15565344,10,Moscharia pinnatifida
Q158975,10,Astrantia
Q2110253,10,Ailanthus triphysa
Q15538358,10,Sophora fraseri
Q2089354,10,Physalis sordida
Q3388350,10,Nemadactylus gayi
Q2016755,10,Silene otites
Q754336,10,persian leopard
Q7137129,10,Parinari
Q10442376,10,Capulacmaea commoda
Q1382657,10,Scarites
Q1038831,10,Acer maximowiczianum
Q2354690,10,Amsinckia
Q15249862,10,Schoenus apogon
Q1377367,10,Gentiana cruciata
Q7616341,10,Sticta
Q14089833,10,Darlingtonia
Q27075674,10,Rufous-headed Robin
Q494888,10,Fairy Pitta
Q45312406,10,Hilliardiella aristata
Q157609,10,Aglais urticae
Q28455,10,Scyllarus arctus
Q1318000,10,Spialia sertorius
Q512348,10,African Spoonbill
Q6669191,10,Lomatium bradshawii
Q67370007,10,Oscillatoria tenuis
Q157878,10,Ballota nigra
Q309507,10,Juniperus ashei
Q2092294,10,Lagurus ovatus
Q15288833,10,Artemisia argentea
Q50889037,10,Tecoma stans var. velutina
Q137604,10,Henkel's Leaf-tailed Gecko
Q2074090,10,Orectolobicestus tyleri
Q2154498,10,Ranunculus rionii
Q38645757,10,Echinocystis fabacea
Q59237,10,Northern Red-legged Frog
Q4517649,10,Pseudeuphausia latifrons
Q5504792,10,Fritillaria purdyi
Q21325940,10,Pseudorhabdosynochus pai
Q12841437,10,Lupinus kuschei
Q816730,10,Suillus luteus
Q901828,10,Camponotus ligniperda
Q22287087,10,Streptomyces chattanoogensis
Q742826,10,Swamp Sparrow
Q1088853,10,Agrotis segetum
Q3904984,10,Pilocarpus jaborandi
Q104395048,10,Flaveria chloraefolia
Q1037477,10,Scaly-breasted Wren Babbler
Q12227311,10,Asphodeline globifera
Q28807900,10,Trichophorus
Q662429,10,Pheasant Pigeon
Q5049635,10,Spurilla neapolitana
Q1301100,10,Ash's lark
Q895372,10,Bovista
Q15473958,10,Artocarpus rigidus
Q1091619,10,Cichorium spinosum
Q21727766,10,Otospermophilus beecheyi
Q373682,10,Cracticidae
Q1382398,10,Black carpet beetle
Q9077488,10,Simicratea welwitschii
Q40088652,10,Amomum pavieanum
Q15527839,10,Cuphea appendiculata
Q309424,10,Rock snail
Q790940,10,Bartlett's Tinamou
Q2069716,10,Laetmonice hystrix
Q1673093,10,Senecio aquaticus
Q15236282,10,Litsea pedunculata
Q157160,10,Podocarpaceae
Q105026352,10,Artocarpus lanceaefolia
Q81014,10,Arctic grayling
Q16919759,10,Quercus macrolepis
Q1572097,10,Streptomyces aureofaciens
Q157565,10,Melanargia galathea
Q10933928,10,Inula grandis
Q3416491,10,Bostrychoplites cornutus
Q281519,10,Chen
Q104095782,10,Stachybotrys echinatus
Q621829,10,Peronosporales
Q792301,10,central bearded dragon
Q1328685,10,Ilex crenata
Q2264971,10,Gleicheniaceae
Q21872006,10,Betonica officinalis
Q2321476,10,Coastal taipan
Q5414474,10,Euthria
Q5454542,10,Fuchsia pilaloensis
Q1060993,10,Sirystes sibilator
Q571944,10,Pimelodidae
Q1264475,10,Chattering Kingfisher
Q15519414,10,Allium cuthbertii
Q2491236,10,Pachythyone rubra
Q5122072,10,Cirsium rhothophilum
Q5017089,10,Otodistomum plicatum
Q15566469,10,Centaurea furfuracea
Q261574,10,Common genet
Q5025622,10,Benedenia
Q1767906,10,Junín red squirrel
Q641947,10,Blue-headed Parrot
Q159795,10,Ipomoea hederacea
Q61695262,10,Magallana gigas
Q1315400,10,Scolytus rugulosus
Q15235964,10,Smilax riparia
Q838162,10,Torgos tracheliotos
Q404173,10,Aloe schelpei
Q1083905,10,Microeca
Q15474726,10,Artemisia transiliensis
Q1260427,10,Philippine Cuckoo Dove
Q333239,10,Rufescent Tiger Heron
Q131273,10,Naegleria fowleri
Q2055199,10,Lepturacanthus pantului
Q3756635,10,Coregonus kiyi
Q377622,10,roughskin spurdog
Q3318617,10,Copadichromis virginalis
Q28802,10,Squatina aculeata
Q2180647,10,Tetrancistrum nasonis
Q2710476,10,Dorycnium pentaphyllum
Q164219,10,Centaurium pulchellum
Q630618,10,tub gurnard
Q13189396,10,Stevia satureifolia
Q1554431,10,Carlina gummifera
Q4050129,10,Stenosini
Q7295703,10,Ratibida columnifera
Q2275323,10,Dicamptodon ensatus
Q1816247,10,Brevoortia gunteri
Q3678932,10,Cladonia pleurota
Q1304128,10,Bar-winged Wren Babbler
Q952306,10,White-headed Petrel
Q2212448,10,Dwarf splayfoot salamander
Q2707377,10,Acacia acuminata
Q7844398,10,Tritonia tetraquetra
Q926664,10,Red-faced Cormorant
Q15333909,10,Fuchsia microphylla
Q1011320,10,Godlewski's Bunting
Q2118699,10,Cordyceps militaris
Q1273557,10,Solomons Boobook
Q1769286,10,Hipposideros papua
Q6782420,10,Tectarius tectumpersicum
Q737766,10,pond bat
Q15249875,10,Litsea rubescens
Q15599677,10,Psiadia punctulata
Q134779,10,Avicularia versicolor
Q2390278,10,Davallia
Q18121653,10,Micranthes stellaris
Q908842,10,obedient plant
Q15548218,10,Marshallia obovata
Q330548,10,Daboia russelii
Q50828814,10,Diphysa robinioides
Q602388,10,Ornate Hawk-Eagle
Q135029,10,Striga
Q1438398,10,Forsythia giraldiana
Q925990,10,Ophidiaster ophidianus
Q278629,10,Cossus cossus
Q1948703,10,Luffa acutangula
Q15594210,10,Planaltoa lychnophoroides
Q15584242,10,Ambrosia grayi
Q4499123,10,Dollfusiella geraschmidti
Q926276,10,Acokanthera oblongifolia
Q683259,10,Daphne sericea
Q2070819,10,Afurcagobius tamarensis
Q691183,10,Broad-billed Warbler
Q786784,10,Azores bullfinch
Q136828,10,Phytoseiidae
Q12955911,10,Cotopaxia asplundii
Q7321163,10,Rhododendron rubiginosum
Q1334561,10,Rufous rat-kangaroo
Q1009881,10,Damaliscus pygargus
Q15582839,10,Pegolettia senegalensis
Q14036636,10,Parazoanthus puertoricense
Q1105707,10,Quercus macranthera
Q3169345,10,Echinolittorina
Q3498187,10,Viburnum farreri
Q311056,10,Ipomoea quamoclit
Q466597,10,Brown Fur Seal
Q1045366,10,Phlox subulata
Q1329854,10,Bitoma crenata
Q21216457,10,Creightonella
Q13644534,10,Gnathiphimedia mandibularis
Q489889,10,Andaman Scops Owl
Q748958,10,Idiosepius picteti
Q15359354,10,Croton argyrophyllus
Q184820,10,Spotted Nutcracker
Q913350,10,Glaucomys volans
Q1073824,10,Periploca sepium
Q179225,10,black crested mangabey
Q1936926,10,Alloclinus holderi
Q2022873,10,Austrorossia mastigophora
Q210070,10,Bettongia penicillata
Q2710274,10,Widdringtonia cedarbergensis
Q7256731,10,Pterocaulon sphacelatum
Q161477,10,Hirschfeldia incana
Q17271937,10,Chenopodiastrum murale
Q1328595,10,Coccinella undecimpunctata
Q132590,10,Vivianiaceae
Q15451644,10,Crotalaria ramosissima
Q879650,10,Streaked Laughingthrush
Q15555378,10,Symphyotrichum ontarionis
Q978223,10,Cis boleti
Q27075705,10,Ruby-cheeked Sunbird
Q241347,10,Red-throated Pipit
Q753760,10,Sharp-tailed Sandpiper
Q25661258,10,Virginia
Q960211,10,Danio nigrofasciatus
Q1740039,10,Anacyclus clavatus
Q1062614,10,Moluccan Scops Owl
Q7254817,10,Pseudognaphalium canescens
Q15564119,10,Verbesina sordescens
Q525088,10,Malagasy civet
Q721100,10,Gracillariidae
Q3228440,10,New Zealand bluefish
Q13366912,10,Amphipyra stix
Q842233,10,Coptis chinensis
Q4982615,10,Buchanania
Q1130566,10,Macroscelides proboscideus
Q15350415,10,Stephania dinklagei
Q3537280,10,Porodaedalea pini
Q15355159,10,Clusia torresii
Q1590459,10,Bicolored Conebill
Q7706617,10,Tetraneuris herbacea
Q15529260,10,Cicer pungens
Q141226,10,Attalea
Q11083864,10,Ferula sinkiangensis
Q5745835,10,Hesperevax sparsiflora
Q1301194,10,Carduelis psaltria
Q15485673,10,Millettia sanagana
Q9021081,10,Lechenaultia
Q5760617,10,Centaurea paniculata
Q5687689,10,Hazardia detonsa
Q2587945,10,Gorgorhynchoides lintoni
Q27075584,10,Spotted Wren Babbler
Q17812794,10,Hypericum styphelioides
Q285838,10,Cyphotilapia frontosa
Q2666305,10,Aralia spinosa
Q3595921,10,Sida
Q1267371,10,Dusky-throated Hermit
Q292512,10,Aloe ukambensis
Q782104,10,Nankeen Kestrel
Q143725,10,Rohdea japonica
Q6416565,10,Leporinus copelandii
Q913760,10,White Eared Pheasant
Q1263365,10,Brown-winged Kingfisher
Q163203,10,Lysimachia japonica
Q2855938,10,Pseudohapladena megaorchis
Q514545,10,Catananche caerulea
Q775170,10,Red-rumped agouti
Q15555136,10,Madia citrigracilis
Q13189286,10,Baccharis rufescens
Q7179423,10,Petunia exserta
Q15537103,10,Onobrychis ebenoides
Q15288468,10,Acacia pubifolia
Q6780235,10,Monoplex macrodon
Q2220057,10,Hysteromorpha triloba
Q1027866,10,Variegated Antpitta
Q27464,10,Atiu Swiftlet
Q157357,10,Polemonium
Q1415764,10,Filago
Q721018,10,Rheum nobile
Q5464199,10,Sarasin's goby
Q2265142,10,Manning River snapping turtle
Q2702161,10,Heteromicrocotyla polyorchis
Q3117415,10,Chiselmouth
Q5884387,10,Holotrichia
Q2633221,10,Pterinotrematoides mexicanum
Q5233783,10,Primula sinensis
Q127902,10,Accipiter poliogaster
Q7181003,10,Phasianella
Q43373250,10,Aldama tuberosa
Q729420,10,Roborovski hamster
Q1784183,10,Agrocybe cylindracea
Q5389482,10,Eriophyllum mohavense
Q5705291,10,Helicteres isora
Q675345,10,Phidippus johnsoni
Q13560912,10,Opopanax chironius
Q1628083,10,Telmatobius culeus
Q1150884,10,Gymnopus confluens
Q210416,10,Branta
Q1017363,10,Ipomoea leptophylla
Q4844080,10,Cephalaria gigantea
Q17417167,10,Onosma hispida
Q891003,10,Salvia hierosolymitana
Q1795386,10,Anigozanthos
Q15325563,10,Costus spiralis
Q2226567,10,eastern chat-tanager
Q216871,10,yellow-necked mouse
Q14510079,10,Uca annulipes
Q2697439,10,Helophilus pendulus
Q1679914,10,Sideritis spinulosa
Q1915950,10,Marang
Q15603522,10,Piper lanceaefolium
Q773787,10,Denham's Bustard
Q10327268,10,Eschweilera coriacea
Q1322409,10,Plagionotus detritus
Q7418282,10,Sanicula tracyi
Q42558864,10,Aldama trichophylla
Q181075,10,Grapsus grapsus
Q3006736,10,Cucumis prophetarum
Q129036,10,Upland Goose
Q2234265,10,Axinyssa digitata
Q376504,10,Palm Lorikeet
Q636075,10,Roloway monkey
Q5759382,10,Highlands J virus
Q10489712,10,Euchaeta spinosa
Q15358596,10,Salvia chionopeplica
Q6862417,10,Mimulus moschatus
Q2837067,10,Eucalyptus saligna
Q1030043,10,Brandt’s Mountain Finch
Q959222,10,Cynodon
Q104387764,10,Pentatropis spiralis
Q3022039,10,Demansia papuensis
Q2972821,10,Cinnamomum bejolghota
Q1065202,10,Vespula
Q67123870,10,Melania
Q500531,10,Haptophyta
Q900994,10,Pelargonium sidoides
Q15693898,10,Nymphoides fallax
Q603875,10,Fischer's Lovebird
Q10443831,10,Catathelasma ventricosum
Q311067,10,Physalis coztomatl
Q15231067,10,Blainvillea acmella
Q134542,10,Ampulicidae
Q15594873,10,Fagopyrum acutatum
Q135404,10,Parkia
Q18464206,10,Polygonum salicifolium
Q142800,10,Astereae
Q7881331,10,Umbilicaria vellea
Q2111903,10,Muhlenbergia
Q15449567,10,Mimosa glaucescens
Q2483492,10,Polynesian Starling
Q15352001,10,Plectranthus mollis
Q24700775,10,Stipa robusta
Q3206155,10,Rhododendron decorum
Q138120,10,Vitis mustangensis
Q529048,10,Black Scoter
Q161497,10,Six-spot Burnet
Q1064620,10,Callithrix
Q11119676,10,Rhododendron cuneatum
Q9035265,10,Morus insignis
Q133477,10,Ammi majus
Q15605233,10,Pityrogramma chrysophylla
Q21265100,10,Cyperus brevifolius
Q3761556,10,Gymnoscopelus fraseri
Q779383,10,Indianmeal Moth
Q3272962,10,Launaea
Q212939,10,Solidago
Q160265,10,Galium album
Q2938386,10,Carex bushii
Q17139687,10,Uvaria kirkii
Q2319535,10,Schinopsis
Q2013403,10,Quercus austrina
Q15605210,10,Polygonum equisetiforme
Q2464325,10,Melastoma
Q5221463,10,Grapsus
Q5168926,10,Coprinopsis cinerea
Q27075661,10,Gould's Shortwing
Q27929258,10,Dromicus
Q841786,10,Eriophyidae
Q6527084,10,Plagioporus
Q15373456,10,Thymus eigii
Q40570,10,straight-tooth weasel shark
Q1189983,10,Scissor-tailed Flycatcher
Q4470357,10,Spirontocaris
Q2137800,10,Homalometron papilliferum
Q2135564,10,Andricus foecundatrix
Q1282705,10,Trifolium ambiguum
Q15577744,10,Helichrysum aureum
Q310744,10,Chamaerhodos
Q221434,10,drill
Q13366885,10,Inella verrucosa
Q7139265,10,Parnassia californica
Q15602055,10,Senecio viravira
Q2300026,10,Petrosia corticata
Q374419,10,Xenentodon cancila
Q252139,10,Sebastes flavidus
Q7856210,10,Turraeanthus africanus
Q10434152,10,Brachycaudus bicolor
Q5051219,10,South American Great Horned Owl
Q843236,10,Ocellated lizard
Q2147371,10,Rhagadiolus stellatus
Q6551300,10,Arietellus
Q7071267,10,Nysius
Q852731,10,rufous hornero
Q1306636,10,Ascia monuste
Q15588693,10,Liabum solidagineum
Q15535977,10,Monopteryx inpae
Q1037526,10,Monoplex parthenopeus
Q1366657,10,Velella velella
Q1237797,10,Podismini
Q15555565,10,Symphyotrichum simmondsii
Q159842,10,Stachys germanica
Q15599579,10,Senecio oerstedianus
Q192413,10,Kuru kulla
Q104863890,10,Tortricidae
Q10555400,10,Leander
Q15332740,10,Begonia parviflora
Q7783234,10,Thermopsis mollis
Q12248164,10,Satureja thymbra
Q205101,10,Pycnoporus cinnabarinus
Q141939,10,Myrmecia gulosa
Q15543858,10,Trifolium ligusticum
Q912635,10,Zebrina detrita
Q33142812,10,Capulacmaeinae
Q3880944,10,Black-tailed deer
Q5980317,10,Persicaria senticosa
Q15591854,10,Baccharis heterophylla
Q774426,10,Croton californicus
Q5219981,10,Sidalcea
Q10889638,10,Hypericum sampsonii
Q6553846,10,Scaphocalanus
Q137537,10,Entorrhizomycetes
Q15434059,10,Medicago pironae
Q1310650,10,Aporophyla nigra
Q1323764,10,Lactarius rufus
Q15444820,10,Stevia maimarensis
Q16965720,10,Psorospermum febrifugum
Q933694,10,Parvovirus B19
Q3197971,10,Ancula gibbosa
Q3305043,10,Melicope coodeana
Q15589662,10,Athrixia elata
Q15224860,10,Pistacia weinmannifolia
Q754675,10,Polygonia c-album
Q4046700,10,Perrottetia multiflora
Q10448870,10,Cheumatopsyche
Q2222828,10,Zenion japonicum
Q218417,10,Betula glandulosa
Q3761355,10,Tarletonbeania taylori
Q162194,10,Houttuynia
Q3489182,10,Solanum demissum
Q9563142,10,Acacia carneorum
Q2627685,10,Blackgill catshark
Q43372957,10,Aldama goyasensis
Q11067915,10,Dalbergia candenatensis
Q1057909,10,Asclepias incarnata
Q1189216,10,Oxythyrea funesta
Q64761,10,Aloe deltoideodonta
Q15623286,10,Cassia italica
Q7406878,10,Salvia reptans
Q2512341,10,Semicossyphus darwini
Q15598558,10,Pseudognaphalium schraderi
Q3935206,10,Stylocheiron
Q972907,10,Javan slow loris
Q1270188,10,African Scops Owl
Q1589453,10,Black-throated Laughingthrush
Q5854145,10,Pseudowintera colorata
Q4692822,10,Aglaia rubiginosa
Q2267082,10,Probolitrema philippi
Q3239002,10,Ligusticum
Q1905343,10,Paraprionospio pinnata
Q636590,10,Blainville's beaked whale
Q4069198,10,Arisaema jacquemontii
Q5055707,10,Ceanothus cyaneus
Q5704822,10,Helianthella castanea
Q9566053,10,Acacia lasiocalyx
Q2475725,10,Alstonia
Q300991,10,Peale's dolphin
Q616657,10,Dinosauromorpha
Q133754,10,Oncidium
Q164101,10,Fuchsia magellanica
Q741524,10,Indian crested porcupine
Q3243659,10,Pediococcus
Q1142857,10,Suillus granulatus
Q931058,10,Fistulinaceae
Q9565670,10,Acacia irrorata
Q2130989,10,Opegaster gobii
Q15540697,10,Bursera filicifolia
Q10928657,10,Silene firma
Q681380,10,Pieris bryoniae
Q13960835,10,Ursinia nana
Q2019091,10,Olearia paniculata
Q546069,10,Magnolia salicifolia
Q25779,10,Latticed Heath
Q4807901,10,Aspergillus sydowii
Q2464980,10,Aspersentis megarhynchus
Q939459,10,Stitchbird
Q2119250,10,Leocottus kesslerii
Q27043,10,Blue-capped Rock Thrush
Q15221179,10,Crotalaria pallida
Q1077651,10,Gekko japonicus
Q1776536,10,Paecilomyces variotii
Q6572166,10,Limnocalanus macrurus
Q657935,10,Acer davidii
Q2554336,10,Junin Crake
Q4468359,10,Paraphoxus oculatus
Q104908964,10,Parmelia tinctoria
Q15388379,10,Boronia inconspicua
Q14753772,10,Eastern Olivaceous Warbler
Q15317795,10,Elaeocarpus mastersii
Q14554991,10,Alliaceae
Q15471298,10,Artocarpus kemando
Q80780,10,Black-throated Thrush
Q2649485,10,Alluaudia dumosa
Q10349733,10,Pilocarpus microphyllus
Q858326,10,Ardisia japonica
Q832357,10,pancake tortoise
Q790606,10,Brown Eared Pheasant
Q920882,10,Salvia aegyptiaca
Q15486681,10,Sedum apoleipon
Q301278,10,Furipterus horrens
Q15472829,10,Dorstenia turbinata
Q50880355,10,Vachellia vernicosa
Q5705819,10,Heliophorus brahma
Q2237040,10,Litophyton arboreum
Q2089320,10,Physalis lagascae
Q11130455,10,Viburnum cylindricum
Q15483094,10,Swartzia apetala
Q744532,10,eastern diamondback rattlesnake
Q14807656,10,Poeciloxestia elegans
Q2338206,10,Macropodia rostrata
Q15530719,10,Cyclopia sessiliflora
Q7623391,10,Streptomyces noursei
Q1605767,10,Flindersia australis
Q3642835,10,Schotia brachypetala
Q17238408,10,Silene praemixta
Q32460,10,spotted houndshark
Q1762848,10,northern bog lemming
Q25862661,10,Marinomonas communis
Q2086829,10,Strongylus
Q191059,10,Anguidae
Q3086182,10,Dermophiidae
Q789360,10,Plantago psyllium
Q15587669,10,Arnica gracilis
Q158946,10,sticky catchfly
Q1190491,10,Swinhoe’s Rail
Q5026976,10,Mesostephanus appendiculatus
Q21320776,10,Sticta canariensis
Q43372833,10,Aldama anchusifolia
Q15542794,10,Tephrosia calophylla
Q127466,10,Boloria euphrosyne
Q12218318,10,Ononis pinnata
Q616393,10,Brown Wood Owl
Q1079441,10,Carolina Chickadee
Q15362609,10,Aconitum tanguticum
Q1476258,10,Pinus subsect. Cembroides
Q15386689,10,Calophyllum calaba
Q15349571,10,Origanum adanense
Q1535154,10,Belonesox belizanus
Q3005418,10,Croton zehntneri
Q83722,10,Galapagos shark
Q15465115,10,Dalea versicolor
Q301870,10,White Sands pupfish
Q15327673,10,Etlingera littoralis
Q6552898,10,Neocalanus robustior
Q2112640,10,Fatsia polycarpa
Q134036,10,Verticordia
Q104847939,10,Tribulus pentandrus pterophorus
Q15602118,10,Senecio rosmarinifolius
Q389505,10,Caspian Gull
Q1564650,10,Sempervivum ossetiense
Q4919167,10,Bituminaria morisiana
Q25836385,10,Amycolatopsis sulphurea
Q2669765,10,White-eared Sibia
Q2659350,10,Sinularia polydactyla
Q1904167,10,Trimusculotrema uarnaki
Q104937245,10,Artemisia albida
Q596581,10,Pirre Hummingbird
Q26902,10,African Openbill
Q5908202,10,Tulipa humilis
Q132159,10,Dothideomycetes
Q421594,10,Cuban ribbontail catshark
Q859634,10,Grey Antbird
Q501566,10,Frill-necked Lizard
Q481767,10,Acer cissifolium
Q2800046,10,Arcturus baffini
Q15396747,10,Valeriana microphylla
Q4472410,10,Palaemon debilis
Q50845462,10,Markhamia platycalyx
Q311178,10,Macadamia integrifolia
Q917356,10,Biziura lobata
Q109584934,10,Lycaena dolorosa
Q288175,10,Gibberella fujikuroi
Q978302,10,Sarcophagidae
Q15570825,10,Paronychia franciscana
Q42683808,10,Cryptolepis nigrescens
Q1054770,10,Cycas beddomei
Q301708,10,Eastern red bat
Q48305660,10,Merulius tremellosus
Q21314805,10,Mischoderus annuliferus
Q2208764,10,Barycholos ternetzi
Q98115725,10,Santolina canescens
Q852751,10,lesser yellow-headed vulture
Q15397478,10,Jatropha variegata
Q15396403,10,Valeriana rossica
Q3870137,10,Nannochloropsis salina
Q796484,10,White-winged Redstart
Q15544896,10,Tephrosia crassifolia
Q2038575,10,redeye piranha
Q1424322,10,Oxytropis
Q15356689,10,Rosmarinus lavandulaceus
Q1633187,10,Iberolacerta cireni
Q22105696,10,Glottiphyllum longum
Q1947674,10,Paeonia ostii
Q180360,10,Spot-billed Pelican
Q50840595,10,Curio articulatus
Q850491,10,Morinda
Q2151112,10,Hypericum richeri
Q434197,10,Mustela altaica
Q311653,10,Pontia daplidice
Q4223162,10,Trifolium polyphyllum
Q157885,10,Festuca ovina
Q309943,10,Neurospora
Q2216537,10,Paraminabea acronocephala
Q161230,10,Allium vineale
Q104973081,10,Scutellaria glabra
Q1060764,10,Scolopendridae
Q465986,10,Eurasian water shrew
Q15528834,10,Cicer bijugum
Q15483663,10,Swartzia polyphylla
Q2193271,10,Bivesiculoides atherinae
Q158063,10,Impatiens parviflora
Q39600409,10,Polygonum multiflorum
Q104375042,10,Padina vickersiae
Q11172944,10,Dichrocephala integrifolia
Q50847259,10,Pernettya mucronata
Q4157859,10,Dendranthema
Q2494773,10,Heteromicrocotyla paruchini
Q3896004,10,Combretum leprosum
Q1499457,10,Yellowroot
Q55332,10,Eulemur macaco
Q28821168,10,Mulguraea tridens
Q385076,10,African Grass Owl
Q26213,10,Bombus cryptarum
Q10671211,10,Peltigera horizontalis
Q5332580,10,Echinops niveus
Q2068479,10,Tethya aurantium
Q15531855,10,Ceratosanthes hilariana
Q1809933,10,Dolichousnea longissima
Q971164,10,Relict splitfin
Q995037,10,Cyperus teneriffae
Q1262671,10,Audubon's Shearwater
Q2165841,10,Calvia quatuordecimguttata
Q2200845,10,Gorgonia sarmentosa
Q1301331,10,Small Niltava
Q2211061,10,Pseudochristianella elegantissima
Q221094,10,Barbary lion
Q3378612,10,Dolichoenterum longissimum
Q11895343,10,Beaumontia grandiflora
Q681557,10,Helleborus odorus
Q45680,10,Swainsona formosa
Q5228061,10,Lychnophora
Q15352363,10,jungermannia turcata
Q118158,10,Serratula
Q80740,10,Lactarius lignyotus
Q289253,10,Aloe brachystachys
Q2365593,10,Lupinus perennis
Q5713726,10,Chelon subviridis
Q21311752,10,Thermopsis fabacea
Q234597,10,sitatunga
Q10927762,10,Euphorbia granulata
Q15226586,10,Artemisia rutifolia
Q4692807,10,Aglaia odoratissima
Q6579188,10,Celleporella
Q726276,10,Merluccius merluccius
Q939633,10,Ranunculus bulbosus
Q5929542,10,Huffia
Q17295552,10,Asterella blumeana
Q7122964,10,Packera greenei
Q10556789,10,Lembos
Q17601873,10,Oenothera howardii
Q1762859,10,Salt Marsh Harvest Mouse
Q1338593,10,Emmelichthyidae
Q693732,10,Amelanchier bartramiana
Q732510,10,Gaillardia
Q1592259,10,Cotoneaster salicifolius
Q814105,10,Dolycoris baccarum
Q1788430,10,Solanum rostratum
Q2437141,10,Croilia mossambica
Q10894581,10,Rhizomnium tuomikoskii
Q20729414,10,Ips sexdentatus
Q38784280,10,Chrysanthemum coccineum
Q27075362,10,Black-lored Tit
Q15358108,10,Ajuga integrifolia
Q430863,10,loggerhead shrike
Q2603825,10,Sporobolus
Q156610,10,Fumariaceae
Q76852,10,Inocybe aeruginascens
Q4396853,10,Polylabroides australis
Q850230,10,airfin lookdown
Q1294406,10,Aloe globuligemma
Q74926,10,Aloe lomatophylloides
Q668707,10,Osmia cornuta
Q15228211,10,Piper pedicellatum
Q1184903,10,Mamushi
Q1537828,10,Lonicera implexa
Q2943096,10,Caulerpa prolifera
Q2281248,10,Barronopsis arturoi
Q10914543,10,Phoebe formosana
Q11174211,10,Eriosema chinense
Q5170106,10,Cordylanthus parviflorus
Q1991967,10,Sepietta neglecta
Q150411,10,Ferula communis
Q3805500,10,Bathyarca glacialis
Q39082014,10,Mentha timija
Q4543513,10,Bythocythere
Q378360,10,Large Copper
Q530621,10,Coelorinchus smithi
Q17248167,10,Macarthuria australis
Q7086007,10,Olearia pimeleoides
Q4509309,10,Heterosquilla armata
Q3952558,10,Minabea
Q5102920,10,Chlorella pyrenoidosa
Q856800,10,Bupleurum
Q4354408,10,Bacillus amyloliquefaciens
Q1272640,10,Guianan Puffbird
Q21161204,10,Dendrobium phalaenopsis
Q2860258,10,Haliclona osiris
Q839657,10,Snail Kite
Q580360,10,Scandix pecten-veneris
Q5456479,10,Hydrocotyle hexagona
Q104838187,10,Potentilla tormentilla
Q159792,10,Amaryllis belladonna
Q22287119,10,Streptomyces coeruleorubidus
Q528764,10,Laughing Gull
Q10623058,10,Penicillium sclerotigenum
Q3022122,10,Geodia
Q1031775,10,Myrciaria dubia
Q15367048,10,Sideritis brevidens
Q890993,10,Salvia guaranitica
Q761924,10,Solanum villosum
Q140768,10,Azov percarina
Q390889,10,Aloe pulcherrima
Q6915151,10,Morus mesozygia
Q1185081,10,Cola nitida
Q2274685,10,Plains Spadefoot Toad
Q498428,10,Indian Pond Heron
Q3004190,10,Croton cortesianus
Q15230793,10,Halostachys caspica
Q15362757,10,Salvia vermifolia
Q15365803,10,Scutellaria repens
Q116986,10,Hill Blue Flycatcher
Q921954,10,Himalayan Bulbul
Q12746056,10,Microcystis flos-aquae
Q293281,10,Agave cantala
Q1392005,10,Ground Tit
Q535416,10,Brown Violetear
Q4515479,10,Euphausia eximia
Q157168,10,Polemoniaceae
Q12842240,10,Cnidium monnieri
Q7204396,10,Plectritis ciliosa
Q1570136,10,Acacia erioloba
Q2669492,10,Aspidogaster limacoides
Q3175594,10,Mitra barbadensis
Q15401334,10,Cephalocroton cordofanus
Q3941937,10,Muricella
Q5128785,10,Echinoplectanum chauvetorum
Q6669248,10,Lomatium nevadense
Q15394086,10,Jatropha maheshwarii
Q158201,10,Spiraea japonica
Q15548174,10,Kalopanax septemlobus
Q157564,10,Gagea
Q1768691,10,Puebla Deer Mouse
Q1274310,10,Red-legged Kittiwake
Q1259313,10,White-chinned Sapphire
Q428961,10,Salvelinus boganidae
Q163458,10,Rhytisma acerinum
Q1321860,10,Crescentia
Q15471494,10,Artemisia leucodes
Q104395995,10,Rhododendron japonicum
Q2524978,10,Leptogorgia viminalis
Q3595665,10,Emilia sonchifolia
Q2845660,10,Erpocotyle caribbensis
Q5389337,10,Eriogonum ampullaceum
Q15224872,10,Strobilanthes psilostachys
Q15235283,10,Symplocos glauca
Q973207,10,Gnathanodon speciosus
Q1954952,10,Micrococcus
Q5396288,10,Eryngium armatum
Q4396004,10,Rhododendron brachycarpum
Q460553,10,Ameca splendens
Q543192,10,Chrysiptera flavipinnis
Q5055702,10,Ceanothus confusus
Q305136,10,Cyprinodon maya
Q2282611,10,Bassia bassensis
Q291108,10,Aloe tororoana
Q39277,10,Grey-capped Woodpecker
Q2336729,10,Balanus
Q2073413,10,Dionchus remorae
Q17268169,10,Plagiochila rutilans
Q1026758,10,Caliciviridae
Q15385415,10,Euphorbia iberica
Q11181890,10,Bauhinia championii
Q45723143,10,Centrapalus pauciflorus
Q829925,10,Petroicidae
Q1939285,10,Visnea mocanera
Q15593475,10,Erigeron caucasicus
